sony;juan perez;calle 123;3005465168
samsung;maria paz;carrera 34;320234156
apple;rodrigo lucas; av1024;320234156
sony;juan perez;calle 124;320234156
samsung;maria paz;carrera 35;320234156
apple;rodrigo lucas; av1025;320234156
sony;juan perez;calle 125;320234156
samsung;maria paz;carrera 36;320234156
apple;rodrigo lucas; av1026;320234156
sony;juan perez;calle 126;320234156
samsung;maria paz;carrera 37;320234156
apple;rodrigo lucas; av1027;320234156
sony;juan perez;calle 127;320234156
samsung;maria paz;carrera 38;320234156
apple;rodrigo lucas; av1028;320234156
sony;juan perez;calle 128;320234156
samsung;maria paz;carrera 39;320234156
apple;rodrigo lucas; av1029;320234156
sony;juan perez;calle 129;320234156
samsung;maria paz;carrera 40;320234156
apple;rodrigo lucas; av1030;320234156
sony;juan perez;calle 130;320234156
samsung;maria paz;carrera 41;320234156
apple;rodrigo lucas; av1031;320234156
sony;juan perez;calle 131;320234156
samsung;maria paz;carrera 42;320234156
apple;rodrigo lucas; av1032;320234156
sony;juan perez;calle 132;320234156
samsung;maria paz;carrera 43;320234156
apple;rodrigo lucas; av1033;320234156
sony;juan perez;calle 133;320234156
samsung;maria paz;carrera 44;320234156
apple;rodrigo lucas; av1034;320234156
sony;juan perez;calle 134;320234156
samsung;maria paz;carrera 45;320234156
apple;rodrigo lucas; av1035;320234156
sony;juan perez;calle 135;320234156
samsung;maria paz;carrera 46;320234156
apple;rodrigo lucas; av1036;320234156
sony;juan perez;calle 136;320234156
samsung;maria paz;carrera 47;320234156
apple;rodrigo lucas; av1037;320234156
sony;juan perez;calle 137;320234156
samsung;maria paz;carrera 48;320234156
apple;rodrigo lucas; av1038;320234156
sony;juan perez;calle 138;320234156
samsung;maria paz;carrera 49;320234156
apple;rodrigo lucas; av1039;320234156
sony;juan perez;calle 139;320234156
samsung;maria paz;carrera 50;320234156
apple;rodrigo lucas; av1040;320234156
sony;juan perez;calle 140;320234156
samsung;maria paz;carrera 51;320234156
apple;rodrigo lucas; av1041;320234156
sony;juan perez;calle 141;320234156
samsung;maria paz;carrera 52;320234156
apple;rodrigo lucas; av1042;320234156
sony;juan perez;calle 142;320234156
samsung;maria paz;carrera 53;320234156
apple;rodrigo lucas; av1043;320234156
sony;juan perez;calle 143;320234156
samsung;maria paz;carrera 54;320234156
apple;rodrigo lucas; av1044;320234156
sony;juan perez;calle 144;320234156
samsung;maria paz;carrera 55;320234156
apple;rodrigo lucas; av1045;320234156
sony;juan perez;calle 145;320234156
samsung;maria paz;carrera 56;320234156
apple;rodrigo lucas; av1046;320234156
sony;juan perez;calle 146;320234156
samsung;maria paz;carrera 57;320234156
apple;rodrigo lucas; av1047;320234156
sony;juan perez;calle 147;320234156
samsung;maria paz;carrera 58;320234156
apple;rodrigo lucas; av1048;320234156
sony;juan perez;calle 148;320234156
samsung;maria paz;carrera 59;320234156
apple;rodrigo lucas; av1049;320234156
sony;juan perez;calle 149;320234156
samsung;maria paz;carrera 60;320234156
apple;rodrigo lucas; av1050;320234156
sony;juan perez;calle 150;320234156
samsung;maria paz;carrera 61;320234156
apple;rodrigo lucas; av1051;320234156
sony;juan perez;calle 151;320234156
samsung;maria paz;carrera 62;320234156
apple;rodrigo lucas; av1052;320234156
sony;juan perez;calle 152;320234156
samsung;maria paz;carrera 63;320234156
apple;rodrigo lucas; av1053;320234156
sony;juan perez;calle 153;320234156
samsung;maria paz;carrera 64;320234156
apple;rodrigo lucas; av1054;320234156
sony;juan perez;calle 154;320234156
samsung;maria paz;carrera 65;320234156
apple;rodrigo lucas; av1055;320234156
sony;juan perez;calle 155;320234156
samsung;maria paz;carrera 66;320234156
apple;rodrigo lucas; av1056;320234156
sony;juan perez;calle 156;320234156
samsung;maria paz;carrera 67;320234156
apple;rodrigo lucas; av1057;320234156
sony;juan perez;calle 157;320234156
samsung;maria paz;carrera 68;320234156
apple;rodrigo lucas; av1058;320234156
sony;juan perez;calle 158;320234156
samsung;maria paz;carrera 69;320234156
apple;rodrigo lucas; av1059;320234156
sony;juan perez;calle 159;320234156
samsung;maria paz;carrera 70;320234156
apple;rodrigo lucas; av1060;320234156
sony;juan perez;calle 160;320234156
samsung;maria paz;carrera 71;320234156
apple;rodrigo lucas; av1061;320234156
sony;juan perez;calle 161;320234156
samsung;maria paz;carrera 72;320234156
apple;rodrigo lucas; av1062;320234156
sony;juan perez;calle 162;320234156
samsung;maria paz;carrera 73;320234156
apple;rodrigo lucas; av1063;320234156
sony;juan perez;calle 163;320234156
samsung;maria paz;carrera 74;320234156
apple;rodrigo lucas; av1064;320234156
sony;juan perez;calle 164;320234156
samsung;maria paz;carrera 75;320234156
apple;rodrigo lucas; av1065;320234156
sony;juan perez;calle 165;320234156
samsung;maria paz;carrera 76;320234156
apple;rodrigo lucas; av1066;320234156
sony;juan perez;calle 166;320234156
samsung;maria paz;carrera 77;320234156
apple;rodrigo lucas; av1067;320234156
sony;juan perez;calle 167;320234156
samsung;maria paz;carrera 78;320234156
apple;rodrigo lucas; av1068;320234156
sony;juan perez;calle 168;320234156
samsung;maria paz;carrera 79;320234156
apple;rodrigo lucas; av1069;320234156
sony;juan perez;calle 169;320234156
samsung;maria paz;carrera 80;320234156
apple;rodrigo lucas; av1070;320234156
sony;juan perez;calle 170;320234156
samsung;maria paz;carrera 81;320234156
apple;rodrigo lucas; av1071;320234156
sony;juan perez;calle 171;320234156
samsung;maria paz;carrera 82;320234156
apple;rodrigo lucas; av1072;320234156
sony;juan perez;calle 172;320234156
samsung;maria paz;carrera 83;320234156
apple;rodrigo lucas; av1073;320234156
sony;juan perez;calle 173;320234156
samsung;maria paz;carrera 84;320234156
apple;rodrigo lucas; av1074;320234156
sony;juan perez;calle 174;320234156
samsung;maria paz;carrera 85;320234156
apple;rodrigo lucas; av1075;320234156
sony;juan perez;calle 175;320234156
samsung;maria paz;carrera 86;320234156
apple;rodrigo lucas; av1076;320234156
sony;juan perez;calle 176;320234156
samsung;maria paz;carrera 87;320234156
apple;rodrigo lucas; av1077;320234156
sony;juan perez;calle 177;320234156
samsung;maria paz;carrera 88;320234156
apple;rodrigo lucas; av1078;320234156
sony;juan perez;calle 178;320234156
samsung;maria paz;carrera 89;320234156
apple;rodrigo lucas; av1079;320234156
sony;juan perez;calle 179;320234156
samsung;maria paz;carrera 90;320234156
apple;rodrigo lucas; av1080;320234156
sony;juan perez;calle 180;320234156
samsung;maria paz;carrera 91;320234156
apple;rodrigo lucas; av1081;320234156
sony;juan perez;calle 181;320234156
samsung;maria paz;carrera 92;320234156
apple;rodrigo lucas; av1082;320234156
sony;juan perez;calle 182;320234156
samsung;maria paz;carrera 93;320234156
apple;rodrigo lucas; av1083;320234156
sony;juan perez;calle 183;320234156
samsung;maria paz;carrera 94;320234156
apple;rodrigo lucas; av1084;320234156
